firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Dorthy,Seessel,Atlanta Hawks,23,54.21,14.97,7.28,38.59,60.38,70.09
Joane,Ioab,Denver Nuggets,26,66.62,18.41,1.93,28.72,29.37,24.73
Eugine,Abram,Toronto Raptors,27,38.44,18.58,40.99,65.83,43.47,75.53
Bee,Schlosser,Milwaukee Bucks,27,22.04,55.26,66.57,47.72,20.94,6.83
Frances,Gilbertson,LA Clippers,30,40.16,62.37,65.1,58.93,40.05,82.71
Ebonee,Hubert,Portland Trail Blazers,26,22.81,86.29,81.1,30.96,69.63,83.31
Dorothy,Obed,Philadelphia 76ers,29,17.77,50.81,91.94,92.33,86.81,69.84
Daune,Alrich,Chicago Bulls,25,88.03,62.52,50.22,61.05,38.53,14.09
Gwenneth,Trace,Brooklyn Nets,21,21.81,36.46,67.73,38.17,45.78,94.33
Sheelagh,Kaete,Golden State Warriors,29,27.46,72.33,58.78,39.69,97.92,74.82
Kylynn,Elephus,Detroit Pistons,19,43.98,47.59,84.66,64.53,86.97,56.23
Sue,Masao,Charlotte Hornets,22,86.28,80.65,82.14,92.32,26.66,93.3
Renae,Sasnett,Phoenix Suns,20,8.33,91.51,16.04,19.8,76.99,60.55
Ernesta,Ludewig,Portland Trail Blazers,19,20.59,86.82,67.76,54.66,74.64,77.45
Tomasina,Kristi,Utah Jazz,22,79.03,21.8,54.93,41.33,45.75,87.91
Tabbatha,Neils,San Antonio Spurs,26,33.93,55.61,19.11,49.42,52.81,51.99
Kathi,Nance,Milwaukee Bucks,28,34.73,35.38,95.6,6.4,96.31,90.72
Tybie,Constancy,Minnesota Timberwolves,28,95.37,77.55,7.76,56.45,90.32,85.97
Annaliese,Edmund,New York Knicks,27,72.48,3.49,96.73,62.09,82.47,68.96
Bernie,Kronfeld,Utah Jazz,23,49.84,81.46,79.71,64,81.9,24.16
Edyth,Delacourt,Golden State Warriors,28,60.5,39.54,70.64,55.89,22.47,78.72
Gloria,Drus,Phoenix Suns,22,50.2,66.04,12.25,91.49,86.89,65.48
Dacia,Kannry,Phoenix Suns,21,53.32,12.75,35.99,39.39,93.66,17.19
Lynde,Chrystel,,27,30.71,80.75,60.68,85.24,40.37,26.08
Mildrid,Harned,Portland Trail Blazers,27,29.11,35.68,70.43,2.76,67.92,87.43
Gilda,Frendel,Charlotte Hornets,19,27.48,2.89,4.99,27.22,97.21,90.3
Madelle,Presber,New Orleans Pelicans,30,73.17,48.63,94.91,15.08,34.56,30.63
Latisha,Vorster,Toronto Raptors,18,52.07,79.71,24.45,95.99,79.94,4.95
Andree,Garlinda,Utah Jazz,21,22.09,37.67,57.93,72.59,19.99,58.85
Darlleen,Neva,Dallas Mavericks,18,12.23,29.62,47.97,2.24,85.33,8.77
Dale,Odysseus,San Antonio Spurs,24,53.7,25.73,66.86,5.07,73.43,63.25
Jaclyn,Linskey,Sacramento Kings,29,16.4,41.23,75.08,21.76,36.13,90.96
Jenda,Fancie,Golden State Warriors,19,85.78,74.06,25.36,50.33,13.6,49.62
Ginnie,Eugenia,Brooklyn Nets,18,87.96,36.37,88.27,66.14,76.33,52.96
Jinny,Barney,Washington Wizards,24,70.13,96.92,59.64,54.05,61.69,65.6
Kittie,Rustice,Atlanta Hawks,30,73.38,1.29,92.54,5.07,93.39,43.52
Edith,Abernon,Sacramento Kings,22,14.53,73.23,30.59,53.47,82.91,83.22
Trudie,Moina,Utah Jazz,20,75.77,18.64,9.77,84.55,23.99,38.75
Dolli,Toffic,Houston Rockets,25,63.11,50.27,50.67,28.38,72.23,45.76
Collen,Dannye,Brooklyn Nets,30,49.41,31.98,12.73,29.65,10.23,72.99
Bibby,Israeli,New York Knicks,27,5.25,86.26,90.87,22.25,81.95,78.09
Cherilyn,Jarib,Toronto Raptors,28,55.99,73.51,62.42,11.12,6.45,40.39
Sandie,Kellby,Philadelphia 76ers,27,88.09,38.07,31.99,64.91,99.44,11.44
Rhoda,Travax,Golden State Warriors,20,97.34,99.88,31.65,38.29,54.39,77.76
Charmaine,Libna,Brooklyn Nets,18,17.32,86.31,15.7,35.93,37.35,14.62
Atlanta,Eliathas,Milwaukee Bucks,27,67.71,48.71,98.67,90.96,39.39,51.87
Sindee,Vittoria,Brooklyn Nets,22,21.26,53.32,39.08,3.78,60.05,12.34
Ofilia,Olnee,Sacramento Kings,24,65.12,97.78,64.54,84.32,5.96,63.37
Arlena,Bluh,Memphis Grizzlies,22,55.17,48.78,86.01,46.38,14.6,65.27
Frieda,Ahab,New York Knicks,30,59.6,33.04,83.02,63.84,59.22,91.2
Adelle,Nisbet,Minnesota Timberwolves,19,57.58,81.91,7.7,59.74,47.47,92.59
Danny,Carvey,Charlotte Hornets,29,79.62,93.02,35.98,22.36,77.25,53.07
Darlleen,Tiffa,Cleveland Cavaliers,25,59.45,20.22,90.5,12.48,41.77,48.8
Meg,Bivins,New York Knicks,23,56.31,12.7,23.08,89.23,82.49,64.92
Helena,Alice,Minnesota Timberwolves,20,28.02,68.68,33.99,66.89,53.47,80.08
Marleah,Merna,LA Clippers,29,90.73,12.01,25.01,76.22,49.71,10.61
Fawne,Saint,Philadelphia 76ers,30,58.16,29.4,79.72,20.38,43.47,16.14
Nickie,Stoller,Toronto Raptors,21,66.29,36.98,82.52,29.91,60.54,28.72
Shaylyn,Aprile,Charlotte Hornets,30,60.67,3.01,37.79,96.57,66.14,7.69
Rebeca,Bahr,,27,33.54,83.42,79.8,14.02,92.31,38.18
Annecorinne,Koehler,Philadelphia 76ers,29,23.42,53.48,55.91,8.71,39.78,12.02
Aurore,Jotham,Charlotte Hornets,23,40.17,26.31,43.84,24.71,5.76,50.19
Adriana,Duwalt,Oklahoma City Thunder,19,38.9,13.57,20.59,61.09,4.22,87.13
Leona,Lumbard,Phoenix Suns,27,35.41,42.77,74.61,11.87,3.8,99.25
Meriel,Allina,Utah Jazz,20,4.21,36.75,11.93,23.7,94.93,5.8
Petronia,Santoro,Dallas Mavericks,27,87.88,96.7,18.78,97.37,42.29,35.59
Luci,Zola,Portland Trail Blazers,24,62.81,58.46,98.36,80.9,57.52,89.37
Shauna,Hathaway,Miami Heat,24,64.12,25.33,97.23,61.71,93.87,92.96
Helsa,Malanie,Chicago Bulls,22,48.4,25.97,50.61,12.26,35.79,43.32
Hermione,Hedve,Detroit Pistons,18,71.79,66.8,90.22,83.78,39.32,65.94
Fina,Cressida,Denver Nuggets,23,69.97,26.32,28.45,57.65,97.59,46.18
Aili,Fiann,Indiana Pacers,27,58.55,73.02,24.71,53.46,83.27,2.03
Sharai,Lumbard,Sacramento Kings,20,67.75,61.86,44.62,77.64,90.78,67.1
Heida,Camden,Oklahoma City Thunder,27,8.52,52.13,81.54,52.36,59.97,25.63
Betta,Berriman,Dallas Mavericks,22,51.61,76.04,29.82,64.81,98.92,31.27
Zaria,Knowling,Chicago Bulls,26,31,56.22,78.7,37.57,97.61,11.89
Hayley,Ummersen,Los Angeles Lakers,24,34.8,88.88,39.58,75.54,98,54.41
Elka,Bettine,Orlando Magic,25,36.21,42.99,46.31,69.02,24.73,84.79
Larine,Marisa,Houston Rockets,28,57.57,81.08,2.43,34.2,44.55,22.35
Elka,Sawtelle,Minnesota Timberwolves,18,90.31,1.95,64.44,56.7,55.61,66.41
Wileen,Barrus,Brooklyn Nets,18,92.82,1.16,88.99,97.47,33.36,78.65
Dode,Lanita,Houston Rockets,25,47.52,3.39,16.96,84.25,31.55,57.46
Rochette,Afton,Boston Celtics,26,7,59.42,91.46,17.39,29.43,39.88
Gilda,Willie,Indiana Pacers,22,51.65,35.32,4.66,8.51,99.23,24.75
Merle,Klotz,Golden State Warriors,20,20.86,33.66,79.78,67.5,78.85,38.77
Nelle,Drisko,Phoenix Suns,27,62.64,6.46,96.14,93.66,62.33,53.45
Ellette,Lemuela,,21,51.76,49.03,41.54,30.95,35.77,8.24
Daphne,Knowling,Oklahoma City Thunder,22,41.52,47.72,61.42,46.74,69.74,7.91
Trixi,Cutlerr,,18,22.16,14.49,83.51,89.31,30.7,78.88
Belinda,Graig,New Orleans Pelicans,25,22.21,94.04,70.92,11,52.67,64.05
Natka,Kevon,LA Clippers,28,43,48.25,1.39,65.09,64.09,48.48
Valera,Autrey,San Antonio Spurs,26,12.71,62.38,64.82,85.65,8.78,86.56
Riannon,Niccolo,Houston Rockets,28,22.47,79.73,12.67,97.65,52.61,87.5
Miquela,Knowling,Toronto Raptors,21,15.15,26.48,55.92,92.96,58.15,79.57
Wynne,Izaak,Philadelphia 76ers,26,67.29,67.75,30.76,67.46,10.96,12.48
Sashenka,Sekofski,Los Angeles Lakers,18,33.22,31.74,96.09,6.56,12.73,27.04
Amara,Fontana,Toronto Raptors,21,75.51,55.41,57.9,40.38,35.63,64.39
Gabriellia,Greyson,New Orleans Pelicans,18,53.05,95.54,57.73,40.35,29.82,11.23
Charlena,Bord,Boston Celtics,23,38.59,6.99,68.83,99.62,21.88,89.83
Alie,Izaak,New Orleans Pelicans,27,56.7,84.41,46.72,31.17,7.79,14.54
Allis,Angelis,Atlanta Hawks,19,25.1,76.1,72.37,55.93,59.65,37.64
Jsandye,Thornburg,Miami Heat,23,15.05,74.27,14.02,59.35,14.03,91.3
Anallese,Curren,Atlanta Hawks,18,45.45,23.36,78.19,86.38,69.68,92.56
Tatiania,Pillsbury,Washington Wizards,19,91.95,72.16,20.44,21.75,67.3,12.87
Mellicent,Sigfrid,Memphis Grizzlies,26,80.11,28.43,97.81,12.49,44.36,71.76
Lory,Kevon,Golden State Warriors,21,29.33,22.15,4.64,13.89,67.64,6.39
Norine,Dyche,Houston Rockets,24,45.34,59.08,4.33,93.73,36.18,45.38
Helsa,Ries,Houston Rockets,18,56.93,85.81,51.44,96.84,9.82,44.08
Aubrie,Dalli,Portland Trail Blazers,23,58.75,59.73,22.65,38.19,56.64,27.84
Adriana,Honoria,Dallas Mavericks,24,11.74,25.88,96.32,23.43,96.31,7.01
Katleen,Sinegold,San Antonio Spurs,25,93.79,51.87,28.94,94.92,61.65,12.84
Lelah,Gert,Toronto Raptors,26,69.75,48.01,95.26,34.85,62.27,17.51
Kayla,Vilma,Charlotte Hornets,27,85.97,89.92,40.16,88.37,43.09,63.49
Caryl,Laverne,Phoenix Suns,28,38.62,19.57,65.56,42.92,60.18,54.96
Goldie,Larochelle,Minnesota Timberwolves,26,28.92,34,71.53,81.85,26.24,98.33
Antonietta,Couture,Phoenix Suns,23,10.71,24.56,52.8,52.91,37.18,67.59
Micheline,Naor,Washington Wizards,22,59.23,85.84,65.48,40,38.46,94.36
Heddie,Damarra,Los Angeles Lakers,25,18.36,62.61,39.23,45.54,96.65,37.16
Norine,Carmena,Philadelphia 76ers,26,79.83,24.68,50.95,35.63,73.26,23.45
Candi,Vharat,Sacramento Kings,28,40.34,43.57,29.73,76.28,11.12,38.8
Margette,Demitria,Orlando Magic,24,3.85,3.59,49.96,90.31,56.05,9.77
Alyssa,Kirbee,LA Clippers,25,13.14,78.05,88.25,91.72,90.46,49.12
Kimmy,Angelis,Brooklyn Nets,18,34.42,66.12,23.63,95.26,12.01,22.73
Ronna,Travax,Cleveland Cavaliers,22,57.68,58.61,75.39,14.73,98.68,14.72
Kenna,Stephie,Miami Heat,26,67.64,92.51,83.58,5.41,32.63,29.47
Mireielle,Hashim,Golden State Warriors,27,32.09,13.27,85.52,2.52,19.13,4
Genevra,Bakerman,Toronto Raptors,21,89.42,52.3,71.93,88.91,55.65,10
Bill,Posner,Orlando Magic,22,10.47,24.04,31.89,97.63,63.02,15.32
Alyda,Pauly,Toronto Raptors,21,3.49,63.25,29.12,81.22,61.16,88.07
Winny,Susannah,Utah Jazz,28,47.06,65.98,68.78,81.42,74.77,57.71
Joceline,Maribeth,Orlando Magic,19,24.78,55.23,24.75,84.51,11.55,98.27
Frieda,Arathorn,,26,99.56,16.86,10.02,90.06,29.96,46.62
Lulita,Decato,Orlando Magic,23,76.53,69.7,73.66,6.36,67.09,98.8
Jacenta,Carbo,Cleveland Cavaliers,24,55.71,37.55,10.92,49.96,60.29,71.85
Carilyn,Naashom,Detroit Pistons,25,85.08,21.99,53.45,56.32,73,56.24
Vita,Claudine,Charlotte Hornets,21,85.66,6.67,31.75,79.99,21.91,90.51
Lily,Gusella,Utah Jazz,18,43.88,96.39,57.87,7.97,87.19,60.27
Clary,Jobi,Philadelphia 76ers,27,51.75,61.1,8.07,12.38,30.75,45.98
Bettine,Etom,LA Clippers,24,41.72,7.79,12.83,59.38,56.46,70.04
Sherrie,Dex,Cleveland Cavaliers,18,87.54,9.9,50.96,63.47,12.02,65.29
Farrah,Verger,Phoenix Suns,23,60.74,17.93,37.81,32.73,36.41,98.26
Donnie,Kaja,Houston Rockets,22,60.73,13.3,61.12,62.33,32.49,48.14
Yvonne,Merriott,Portland Trail Blazers,22,88.37,53.96,77.58,34.08,24.45,7.07
Bernardine,Dimitris,Miami Heat,27,9.56,28.61,46.29,65.75,32.04,67.42
Mathilda,Valoniah,Brooklyn Nets,30,81.99,8.19,89.99,71.22,6.68,10.57
Trixi,Slifka,Memphis Grizzlies,30,42.7,25.33,73.4,21.77,92.15,10
Kathi,Edison,Washington Wizards,24,14.12,66.21,23.11,38.99,7.85,26.38
Jaclyn,Nelsen,New York Knicks,21,76.8,32.79,39.72,19.72,29.06,67.34
Nicoli,Lubin,Oklahoma City Thunder,23,1.91,60.96,6.17,72.59,96.19,47.74
Libbie,Codding,Memphis Grizzlies,20,27.65,66.05,6.87,81,2.51,45.43
Bee,Gusella,Boston Celtics,26,70.5,39.71,45.23,9.49,74.8,57.74
Sabina,Nore,New York Knicks,24,73.51,78.21,97.82,50.82,96.38,38.74
Kittie,Japeth,Phoenix Suns,24,49.19,11.05,68.07,20.63,36.75,53.14
Marnia,Simmonds,Atlanta Hawks,22,8.5,83.7,54.88,17.95,88.96,86.31
Amelia,Kesley,Toronto Raptors,21,27.6,33.99,77.95,48.87,65.94,8.41
Gilda,Martguerita,Brooklyn Nets,21,46.21,40.03,77.5,84.44,63.79,11.72
Gianina,Abram,Philadelphia 76ers,28,86.62,74.39,76.75,19.28,52.26,68.55
Shel,Helfand,Miami Heat,25,35.55,22.74,59.88,25.6,86.1,29.12
Renae,Craggie,Houston Rockets,25,64.14,89.52,93.63,9.96,41.46,7.41
June,Sholley,Atlanta Hawks,26,50.33,47.04,51.35,15.52,46.3,7.08
Aubrie,Demitria,Memphis Grizzlies,26,49.59,24.96,30.84,85.07,54.7,76.23
Marguerite,Screens,Indiana Pacers,21,45.14,68.9,76.22,22.73,71.23,32.5
Binny,Nunci,Dallas Mavericks,25,91.05,30.13,79.94,93.47,50.14,50.11
Janenna,Konyn,Atlanta Hawks,19,83.82,87.41,52.72,29.98,69.54,86.13
Ronna,Lea,New Orleans Pelicans,21,63.47,24.32,28.9,50.88,77.3,60.01
Randa,Joni,Golden State Warriors,27,26.4,50.67,68.79,60.24,93.48,23.73
Misha,Stelle,Brooklyn Nets,27,78,69.07,74.13,54.46,3.55,71.43
Marcelline,Ashok,LA Clippers,18,93.44,9.93,65.2,22.58,79.5,6.36
Kerrin,Dorine,Memphis Grizzlies,24,74.09,72.71,17.14,64.22,41.51,94.88
Tonia,Llovera,Milwaukee Bucks,20,80.08,11.62,24.07,10.42,36.24,2.9
Brana,Means,Houston Rockets,30,35.96,32.26,63.19,17.63,6.9,91.46
Livvyy,Autrey,Dallas Mavericks,21,89.96,56.74,82.42,71.56,12.23,68.3
Daryl,Eiser,Miami Heat,27,30.33,19.21,81.66,61.87,59.69,66.81
Raf,Aprile,Milwaukee Bucks,23,22.3,29.8,45.4,84.9,58.97,11.43
Kelly,Idelia,Toronto Raptors,21,85.92,7.5,62.65,75.17,45.13,82.94
Barbi,Gert,LA Clippers,21,87.75,14.16,30.16,51.86,23.61,58.38
Mamie,Bouchard,New Orleans Pelicans,21,60.99,55.7,72.91,14.22,40.61,85.15
Zaria,Natalia,Chicago Bulls,23,44.44,7.39,48.67,58.65,22.88,19.44
Stacey,Zachary,Minnesota Timberwolves,23,19.25,3.87,75.46,20.36,44.61,96.61
Jordan,Markman,Chicago Bulls,29,37.94,93.78,55.69,74.75,12.23,84.97
Romona,Stanwood,Washington Wizards,23,77.07,60.16,6.95,85.42,2.17,28.21
Gusella,Masao,Brooklyn Nets,27,51.36,98.21,41.26,73.91,24.79,24.5
Di,Calhoun,Los Angeles Lakers,18,63.49,34.59,63.99,22.44,73.25,8.12
Sheree,Chabot,Dallas Mavericks,22,9.72,87.92,98.76,99.35,46.26,30.6
Tracey,Goth,Oklahoma City Thunder,29,68.58,36.44,78.91,34.38,3.75,65.19
Roz,Khorma,Indiana Pacers,25,59.1,48.94,35.9,76.09,82.51,14.97
Daphne,Cornelia,Cleveland Cavaliers,30,62.95,17.76,19.61,74.49,82.6,17.97
Kirstin,Gower,Washington Wizards,29,69.99,60.29,41.5,40.21,22.97,10.58
Josephine,Percy,New Orleans Pelicans,28,34.39,19.95,12.09,49.17,8.37,25.58
Linet,Hermes,Houston Rockets,18,57.4,34.32,36.59,14.82,71.95,70.55
Penelopa,Gino,Houston Rockets,28,1.49,81.64,18.27,64.42,72.01,4.55
Corly,Stav,Charlotte Hornets,22,18.08,21.09,3.68,85.56,88.15,32.01
Sara-Ann,Sparhawk,Orlando Magic,27,81.86,8.44,98.6,24.73,64.58,2.27
Celene,Thunell,Indiana Pacers,30,66.5,62.81,11.29,47.97,1.75,8.68
Elyssa,Philoo,Oklahoma City Thunder,24,31.57,85.26,58.26,72.19,18.88,77.07
Phedra,Rona,Golden State Warriors,19,76.18,96.98,87.75,73.22,3,9.19
Rivalee,Goerke,Los Angeles Lakers,19,21.32,1.96,71.05,85.63,54.42,24.94
Gale,Magnolia,Golden State Warriors,21,57.6,71.98,81.5,29.92,90.63,94.49
Beth,Romelda,Phoenix Suns,29,24.08,97.03,65.27,90.23,54.91,16.76
Althea,Lorenz,,23,64.19,82.11,18.51,55.95,76.11,48.52
Magdalena,Irmine,Portland Trail Blazers,23,30.17,65.31,26.51,54.42,67.66,85.19
Paule,Fry,San Antonio Spurs,27,23.3,59.78,83.94,91.81,42.2,63.36
Kara-Lynn,Elvyn,Charlotte Hornets,25,69.52,51.01,23.66,12.28,52.01,8.87
Melina,Nance,Chicago Bulls,26,35.38,49.83,70.6,54.74,6.09,5.42
Ricky,Susannah,Houston Rockets,22,93.9,54.16,9.67,28.04,22.06,95.86
Natka,Nikaniki,LA Clippers,23,51.65,92.27,21.36,5.77,11.03,98.06
Gaylene,Kress,Portland Trail Blazers,28,20.73,3.45,7.98,40.33,72.57,18.67
Helena,Morrill,Indiana Pacers,23,35.66,9.9,57.32,74.65,11.76,96.93
Viviene,Whittaker,Houston Rockets,25,75.7,64.77,15.62,40.77,7.93,11.65
Miquela,Gower,Brooklyn Nets,27,72.72,17.4,65.04,29.98,1.16,60.79
Hildegaard,Wilona,Toronto Raptors,20,56.34,61.83,89.41,5.5,78.79,92.32
Carolina,Weitman,Houston Rockets,21,57.39,73.78,5.99,75.43,57.82,79.94
Shel,Japeth,Indiana Pacers,26,28.95,13.86,23.44,55.63,48.25,73.75
Kirbee,Joli,Golden State Warriors,21,48.24,86.74,9.29,42.64,39.26,15.25
Andeee,Schenck,Cleveland Cavaliers,27,23.94,17.47,12.88,10.07,24.72,84.62
Isa,Saunderson,Houston Rockets,26,61.96,84.58,62.99,17.35,59.52,58.95
Basia,Dulciana,Golden State Warriors,21,33.79,98.18,43.67,49.05,73.31,99.13
Jillayne,Bartlett,Utah Jazz,21,54.43,96.51,1.31,7.95,10.33,27.35
Dotty,Alice,New Orleans Pelicans,23,21.39,97.35,61.88,62.15,93.62,21.37
Berget,Haerr,Orlando Magic,28,48.22,13.25,98.56,56.59,98.58,71.99
Eadie,Kunin,Minnesota Timberwolves,18,37.11,81.66,51.29,43.86,81.95,38.21
Bertine,Margarete,Sacramento Kings,26,37.28,97.38,52.02,72.2,20.29,96.58
Patricia,Etom,Phoenix Suns,18,59.79,68.25,81.74,16.05,91.37,7.36
Allis,Stevy,Golden State Warriors,29,90.76,14.11,70.57,28.5,82.21,47.56
Heida,McLaughlin,Boston Celtics,27,34.98,48,45,50.14,83.75,7.43
Maurene,Moseley,Minnesota Timberwolves,28,96.15,80.22,89.64,8.5,84.73,86.72
Lesly,Stuart,Sacramento Kings,19,55.24,42.1,5.5,32.05,64.63,7.86
Donnie,Connelly,Phoenix Suns,24,39.48,65.05,91.77,10.94,81.89,6.8
Max,Wallis,Indiana Pacers,18,20.43,44.69,52.7,35.08,51.86,22.66
Sandie,Terencio,Minnesota Timberwolves,21,88.33,2.64,17.7,50.72,84.82,71.87
Belva,Brittani,Golden State Warriors,20,87,26.75,44.76,9.16,9.78,73.82
Anthia,Kimmie,Los Angeles Lakers,28,74.9,53.38,64.44,64.38,65.42,14.33
Josephine,Fosque,Portland Trail Blazers,21,55.55,15.5,16.78,54.54,81.8,20.18
Marjie,Ralfston,Indiana Pacers,26,88.25,77.81,90.85,40.49,95.77,67.09
Nananne,Hull,Cleveland Cavaliers,23,31.22,21.55,19.66,4.64,75.14,59.23
Madalyn,Chrystel,Phoenix Suns,22,33.18,5.95,69.17,21.45,8.24,77.25
Kayla,Sholley,Orlando Magic,24,79.96,21.41,75.55,28.84,97.65,73.11
Glynnis,Daegal,Milwaukee Bucks,19,94.32,69.48,70.32,40.82,19.35,13.46
Tori,Ledah,Philadelphia 76ers,22,11.82,37.03,31.62,28.76,54.68,74.74
Charissa,Rodmann,Charlotte Hornets,29,64.59,65.1,95.33,42.25,39.29,10.24
Genevra,Lissi,Memphis Grizzlies,20,27.64,67.56,33.56,28.11,12.64,42.78
Barbara,Tice,San Antonio Spurs,24,1.41,26.33,56.82,86.29,12.47,37.06
Linet,Autrey,San Antonio Spurs,28,32.43,71.8,13.36,44.02,5.9,76.52
Magdalena,Kauppi,New York Knicks,18,99.5,56.22,3.45,37.17,90.49,47.73
Mara,Pettiford,Denver Nuggets,25,33.67,12.51,42.95,14.47,18.46,43.72
Aurore,Marden,Portland Trail Blazers,20,24.1,95.68,17.82,45.35,27.56,37.45
Siana,Quent,Memphis Grizzlies,28,95.02,34.74,3.13,20.13,19.25,81.83
Helena,Lumbard,Golden State Warriors,18,68.38,58.46,37.99,48.49,93.63,40.91
Aubrie,Hourigan,Utah Jazz,18,34.37,89.5,43.33,22.66,63.95,27.78
Thalia,O'Carroll,Miami Heat,20,89.53,76.43,36.98,64.63,26.43,93.12
Inga,Wildermuth,Utah Jazz,29,18.43,29.85,96.1,27.78,88.79,13.44
Christal,Bow,Portland Trail Blazers,24,99.98,67.56,93.75,98,71.01,7.58
Mady,Ventre,Houston Rockets,23,5.03,24.88,42.67,84.8,73.66,66.09
Zia,Cressida,Sacramento Kings,25,17.18,38.88,46.94,11.25,81.41,1.78
Ulrike,Latini,Indiana Pacers,24,96.17,40.08,38.27,5.34,92.05,26.04
Nyssa,Yoko,Brooklyn Nets,20,62.99,97.45,98.95,80.54,50.55,13.22
Aaren,Ax,Portland Trail Blazers,30,20.37,48.77,4.98,1.6,18.89,48.82
Jeanna,Judye,Memphis Grizzlies,28,2.19,59.63,35.22,80.12,50.8,13.45
Charmaine,Hessler,Washington Wizards,19,49.62,22.02,58.01,93.25,41.06,4.78
Adore,Warthman,LA Clippers,19,63.45,47.86,78.02,49.61,24.76,38.7
Dominga,Whiffen,Sacramento Kings,27,38.8,83.84,86.01,8.12,64.67,64.65
Nataline,Hirsch,New Orleans Pelicans,26,49.4,14.21,31.8,44.23,58.4,48.28
Caressa,Tyson,Houston Rockets,30,41.4,54.7,76.75,46.2,3.57,89.97
Myrtice,Izaak,Indiana Pacers,23,10.7,71.31,91.82,2.34,46.33,96.42
Kore,Gaynor,Orlando Magic,19,26.3,64.15,52.32,26.6,51.32,12.9
Leanna,Kimmie,Brooklyn Nets,26,9.88,2.6,31,60.84,54.28,60.84
Nananne,Sprage,Utah Jazz,26,86.22,34.84,11.67,90.27,83.46,20.66
Lucille,Pacorro,Brooklyn Nets,24,15.31,61.54,54.7,48.93,36.31,69.54
Kathi,Fink,Golden State Warriors,27,30.99,53.68,11.95,9.85,77.69,55.38
Ana,Delila,Indiana Pacers,25,19.88,96.23,43.6,2.35,91.68,84.24
Jenilee,McLaughlin,Golden State Warriors,26,56.85,35.27,96.58,68.8,16.9,7.5
Layla,Clywd,Atlanta Hawks,28,89.32,55.24,82.27,63.65,80.7,5.29
Winny,Jerald,Dallas Mavericks,18,99.16,97.18,32.46,26.42,18.93,73.97
Jordan,Armanda,Houston Rockets,20,70.03,55.48,19.27,27.93,69.93,75.31
Roslyn,Sperling,Utah Jazz,26,59.09,34.31,71.92,22.77,3.16,1.53
Shandie,Suanne,Dallas Mavericks,24,62.95,18.17,29.76,60.62,26.22,65.5
Kathi,Imelida,Boston Celtics,26,18.43,41.15,35.13,45.54,60.54,58.26
Ricky,Philoo,Memphis Grizzlies,21,76.36,68.64,6.82,23.87,50.35,78.9
Kirstin,Natalia,Brooklyn Nets,20,94.57,37.13,84.91,17.08,98.03,80.6
Florencia,Haymes,Washington Wizards,18,78.06,95.81,10.32,73.58,12.82,50.13
Tori,Helfand,Milwaukee Bucks,18,87.87,88.09,90.16,26.47,97.43,85.19
Benita,Herrera,Los Angeles Lakers,18,40.85,75.56,19.25,85.46,56.63,3.17
Mireielle,Cosenza,San Antonio Spurs,25,95.58,78.78,6.78,19.54,87.54,40.21
Elie,Ursulette,Utah Jazz,23,7.39,80.5,69.37,40.74,91.53,62.11
Corene,Pitt,Boston Celtics,18,97.21,8.95,82.45,87.23,39.25,30.41
Lila,Pitt,Sacramento Kings,23,90.93,2.44,15.65,44.49,59.54,85.38
Aeriela,Meter,New York Knicks,18,24.16,87.64,16.86,96.16,23.06,99.8
Lonnie,Vale,Indiana Pacers,21,60.98,85.54,69.37,74.95,35.11,39.45
Jean,Ricki,Charlotte Hornets,23,83.93,71.06,84.33,92.9,21.13,24.57
Britni,Gwenore,Dallas Mavericks,20,42.19,26.97,79.09,67.97,80.35,23
Theodora,An,Houston Rockets,18,62.19,76.86,26.98,32.39,85.68,61.9
Jennica,Rodmann,Charlotte Hornets,19,22.75,71.17,66.41,66.76,22.64,68.52
Nollie,Gaspard,,19,22.45,16.19,15.26,74.35,51.09,46.57
Tracey,Carmena,San Antonio Spurs,21,25.03,83.63,65.81,84.05,59.71,92.04
Susan,Zamora,Memphis Grizzlies,19,14.73,10.83,21.25,77.89,8.18,41.93
Meg,Gale,Chicago Bulls,19,88.62,59.1,71,83.41,4.56,98.23
Paule,Bahr,Philadelphia 76ers,24,60.59,82.28,56.64,77.13,75.67,43.07
Jeanna,Harriman,Detroit Pistons,18,79.3,73.22,65.59,42.56,42.18,75.75
Elora,Regan,New York Knicks,18,6.24,99.81,31.72,97.08,67.65,13.77
Ermengarde,Louanna,Dallas Mavericks,23,38.52,97.24,5.13,80.85,12.52,39.82
Halette,Loeb,Cleveland Cavaliers,21,17.38,83.04,45.34,80.21,77.63,92.87
Roslyn,Buckler,Los Angeles Lakers,22,8.12,5.86,88.39,69.15,80.87,48.35
Jacenta,Haldas,Atlanta Hawks,22,36.58,43.75,79.7,35.79,26.82,52.11
Cassandra,Secrest,Miami Heat,26,29.08,93.16,49.07,73.75,63.35,64.56
Ellette,Dunkin,Minnesota Timberwolves,19,74.43,98.23,15.88,41.55,90.53,80.57
Caryl,Marijo,San Antonio Spurs,25,46.13,87.63,55.79,58.74,99.82,74.87
Cathyleen,Seessel,Los Angeles Lakers,23,84.28,67.06,75.47,4.05,36.46,54.97
Suzette,Maxi,Portland Trail Blazers,22,7.73,4.87,38.21,18.91,15.92,75.47
Emma,Haldas,Atlanta Hawks,26,38.64,74.25,48.87,62.63,84.08,78.79
